text_id,annotation_id,plan,secret,avg_confidence,all_plan,all_secret,page_id,text
1273,llm_1274,"['the Coming Lockdowns', 'the Cabal is Already DEAD', 'Coming Lockdowns', 'the Coming Lockdowns']","['Cabal is Already DEAD', 'Cabal', 'Cabal', nan]",0.8,1,0,80,Dr. David Martin: DON’T FEAR the Coming Lockdowns… the Cabal is Already DEAD
1000,llm_1001,"['will be the death of the global order', 'the death of the global order', 'the death of the global order', 'the death of the global order']","[nan, nan, nan, nan]",0.7,1,0,81,Yuval Harari says that Trump as president will be the death of the global order.
906,llm_907,"['shots and boosters || dropping dead suddenly after shots and boosters', 'had the shots', 'had the shots', 'shots and boosters || dropping dead suddenly']","[nan, 'shockingly had an Enlarged heart', 'shockingly had an Enlarged heart', nan]",0.8,1,0,82,"Can’t post the article but it just explains that this young 20 something slender fit brother of the famous actress #DiedSuddenly, which they fully admit and a week later after the autopsy they found out he shockingly had an Enlarged heart. Some of the people closest to him posted how incredibly shocked they were at his son death. And yes he had the shots. Rest in peace. Let us not forget that besides celebrities or celebrities siblings we also have countless thousands, and I’m talking tens of thousands of people contacting me or messaging me or posting replies Day after day about their own young family members dropping dead suddenly after shots and boosters especially. Godspeed"
1013,llm_1014,"['Hunted By Protesters', 'hunted', 'hunted', 'Hunted || approached by a group of masked men']","[nan, 'masked men', 'masked men', nan]",0.7650000000000001,1,0,83,"⚡️📣Journalists ""Hunted"" By Protesters In Tbilisi As Freedom of Speech Faces Challenges In Georgia⚡️📣
My First Hand Account:  We were approached by a group of masked men.... READ MY ARTICLE BELOW
https://patricklancasternewstoday.substack.com/p/journalists-hunted-by-protesters"
1467,llm_1468,"['probe into sexual misconduct with minor', 'start of the rope that would unravel', 'start of the rope that would unravel', 'probe into sexual misconduct with minor']","['the start of the rope that would unravel', 'the start of the rope that would unravel', 'the start of the rope that would unravel', 'the start of the rope that would unravel']",0.74,1,1,84,"DeSantis donor committed suicide after probe into sexual misconduct with minor.

One anonymous police officer theorized why the donor killed himself, stating, 

“Very possibly it was the start of the rope that would unravel.""

Join: @GhostEzra"
2525,llm_2526,"[""TRUMP'S GREATEST BATTLE WAS JUST REVEALED"", ""Trump's greatest battle"", ""Trump's greatest battle"", ""TRUMP'S GREATEST BATTLE""]","[nan, 'just revealed', 'just revealed', nan]",0.7,1,0,85,"💥BOMBSHELL!💥 TRUMP'S GREATEST BATTLE WAS JUST REVEALED AND IT'S NOT GOOD

@GESARAandNESARA
--->>>
https://rumble.com/v5zsl1k-bombshell-trumps-greatest-battle-was-just-revealed-and-its-not-good-redacte.html"
928,llm_929,"['cyberattack', 'cyberattack', 'cyberattack', 'cyberattack']","[nan, 'possible', ""Don't underestimate Joe's ability to f— things up"", nan]",0.7150000000000001,1,0,86,"Klaus Schwab's CyberPandemic

Be prepared for a possible cyberattack: Have money on hand, get a generator, fill your gas tanks and pantries.

Like Obama said, ""Don’t underestimate Joe’s ability to f— things up.""

@KanekoaTheGreat | Rumble"
1835,llm_1836,"['Chinese spying operation', 'Chinese spying operation', 'Chinese spying operation', 'Chinese spying operation']","[nan, 'can’t shoot out of the sky', 'can’t shoot out of the sky', nan]",0.7075,1,0,87,"Let’s pretend this balloon story is real and it really is a Chinese spying operation that the US can’t shoot out of the sky. 

Turn it around. Thought experiment. 

What would have happened had a US balloon entered Chinese air space?"
1671,llm_1672,"['hide the health benefits of vitamin D', 'lose billions', 'hide vitamin D benefits', 'hide the health benefits of vitamin D']","[""It isn't public knowledge"", ""it isn't public knowledge"", ""It isn't public knowledge"", ""It isn't public knowledge""]",0.75,1,1,88,"Did you know that a vitamin D bloodserum level of >50 ng/mL significantly reduces your risk of falling ill? 

It isn't public knowledge because Big Pharma and key investor Bill Gates would lose billions. It's no coincidence that Gates also funds the WHO.

Article: https://sunfluencer.com/attain-50-ng-ml-vitamin-d-swiftly/"
388,llm_389,"['suspended 11 times', 'suspended 11 times', 'suspended 11 times', 'suspended 11 times']","[nan, 'never', 'NEVER AMNESTY', nan]",0.6875,1,0,89,"“My daughter stood firm in her decision to no longer wear a mask to school. And for that, she was suspended 11 times … Think about how absurd that sounds.""

NEVER AMNESTY!!

Join @DrDavidMartin"
249,llm_250,"['received over 158,000 adverse reaction reports', 'received over 158,000 adverse reaction reports', 'received over 158,000 adverse reaction reports', 'received over 158,000 adverse reaction reports']","['internal documents', 'internal documents', 'internal documents', 'internal documents']",0.75,1,1,90,"This is mind blowing! Pfizer whistleblower releases internal documents showing they had received over 158,000 adverse reaction reports within 2 months of it's release.

Join ➣ 👉@COVID19VACCINEVICTIMSANDFAMILIES"
1988,llm_1989,"['COVID-19 Vaccines Are Causing Many Debilitating And Long Lasting Side Effects', 'COVID-19 vaccination', 'COVID-19 vaccination', 'COVID-19 Vaccines Are Causing Many Debilitating And Long Lasting Side Effects']","['we are aware of these reports', 'long-lasting health problems', 'we hope for improvement', nan]",0.8,1,0,91,"CDC Deputy Director Dr. Tom Shimabukuro Admits COVID-19 Vaccines Are Causing Many ""Debilitating” And Long Lasting Side Effects

""We are aware of these reports of people experiencing long-lasting health problems following COVID-19 vaccination, we hope for improvement""

Join @DrDavidMartin"
1291,llm_1292,"['was scheduled to Orlando || hit disneyworld', 'was scheduled', 'Hurricane(s) was scheduled', 'was scheduled to Orlando || hit disneyworld']","[nan, 'scheduled', 'scheduled', nan]",0.75,1,0,92,Hurricane(s) was scheduled to Orlando and most likely hit disneyworld
288,llm_289,"['being blacklisted', 'blacklisted', 'blacklisted', 'being blacklisted']","[nan, 'asking for my vaccine status', 'asking for my vaccine status', nan]",0.8,1,0,93,"Hollywood Actors Report Being ‘Blacklisted’ for Unvaccinated Status

Many unvaccinated Hollywood actors have been unable to land a job in the entertainment industry now for several years.

“I just got audition notes the other day asking for my vaccine status…”

https://vigilantnews.com/post/hollywood-actors-report-being-blacklisted-for-unvaccinated-status/

Follow @Vigilant_News"
174,llm_175,"['the open press system and basically all the platforms', 'argues against the First Amendment', 'argues against the First Amendment', 'the open press system']","[nan, 'basically all the platforms', 'basically all the platforms', 'the problem we have']",0.71,1,0,94,"Joe Manchin argues against the First Amendment at the World Economic Forum meeting in Davos:

""The problem we have is the open press system and basically all the platforms.""

Channel: @JFK_TV"
712,llm_713,"['prepare for war like never before', 'prepare for war like never before', 'prepare for war like never before', 'prepare for war like never before']","[nan, nan, 'prepare for war like never before', nan]",0.8,1,0,95,"🇰🇵Kim Jong-un called on the DPRK army to prepare for war and inspected the layout of Seoul, - KCNA

 He called on the North Korean army to “prepare for war like never before.”"
1068,llm_1069,"['Steer Hurricanes, Flood Homes, and Steal Lithium', 'Steer Hurricanes, Flood Homes, and Steal Lithium', 'Steal Lithium', 'Steer Hurricanes, Flood Homes, and Steal Lithium']","['the thieves who occupy government', 'thieves who occupy government', 'thieves who occupy government', 'thieves who occupy government']",0.8,1,1,96,"How to Steer Hurricanes, Flood Homes, and Steal Lithium

The lithium rich mines in North Carolina and the thieves who occupy government.

Greg Reese Report

⏯ @RealWorldNewsChannel
✳️ @RealWorldNewsChat"
577,llm_578,"['predictive programming || leave the world behind', 'predictive programming', 'predictive programming', 'predictive programming || the feds announced, before the bridge was barely in the water, that there was nothing suspicious about it']","['before the bridge was barely in the water, that there was nothing suspicious about it', 'nothing suspicious about it', 'nothing suspicious about it', 'predictive programming']",0.7650000000000001,1,1,97,"Many experts would say they use predictive programming, as this just came out months ago, a film produced by both the Obamas. It’s entitled “leave the world behind”. 

Let me know your thoughts below. I polled my Twitter audience yesterday. Over 75% said they found the crash in Baltimore  to be suspicious. Most did not like that within minutes, the feds announced, before the bridge was barely in the water, that there was nothing suspicious about it. I guess that means no real investigation. Do YOU think  it was suspicious? Let me know yes or no below."
669,llm_670,"['Ukraine shooting down 4 military aircraft', 'shot down 4 military aircraft', 'shot down 4 military aircraft', 'Ukraine shooting down 4 military aircraft']","[nan, nan, nan, nan]",0.75,1,0,98,"Belarusian President Lukashenka as put the army is on high alert in response to Ukraine shooting down 4 military aircraft over Bryansk Russia.
""Three days after the events near us - I mean in the Bryansk region, when four aircraft were shot down. We are forced to react. We are on high alert, our troops,"" Lukashenka said"
52,llm_53,"['pardon his son', 'pardon his son', 'pardon his son', 'pardon his son']","['Maybe he knows', 'knows he is not going to stay in office that long', 'Maybe he knows he is not going to stay in office that long', 'he knows he is not going to stay in office that long']",0.7150000000000001,1,1,99,Why did Biden not wait until January to pardon his son? Maybe he knows he is not going to stay in office that long. Yes I am calling it. Joe Biden will be out of office by or shortly after the new year
1466,llm_1467,"['THE WORLD AS YOU KNOW IT ENDED IN 2012', 'THE WORLD AS YOU KNOW IT ENDED IN 2012', 'THE WORLD AS YOU KNOW IT ENDED IN 2012', 'THE WORLD AS YOU KNOW IT ENDED IN 2012']","[nan, 'without providing evidence', 'without providing evidence or a clear plan', nan]",0.615,1,0,100,"THE WORLD AS YOU KNOW IT ENDED IN 2012.

Join: GhostEzra"
547,llm_548,"['Create the disease then sell the vaccine', 'Create the disease then sell the vaccine', 'Create the disease then sell the vaccine', 'Create the disease then sell the vaccine']","['Create the disease then sell the vaccine', 'rinse, repeat', 'rinse, repeat', 'Create the disease']",0.8,1,1,101,"Associates of Scientists Who Did Bird Flu GoF Receive $176M for New Flu Vaccine

Create the disease then sell the vaccine – rinse, repeat? Brian Hooker, PhD + Heather Ray report on HHS’s large grant to Moderna for the next attempted jabfest.

Join ▶️ @PhilipMcMillan"
1113,llm_1114,"['a recent child trafficking case in Ukraine', 'what happened to us and what we did', 'what happened to us and what we did', 'a recent child trafficking case in Ukraine']","['No one would believe it', 'no one would believe it', 'no one would believe it', 'No one would believe it']",0.75,1,1,102,"“No One Would Believe It”: Tim Ballard Says About a Recent Child Trafficking Case in Ukraine 

“I did a case last year and I hope we can talk about it at some point. It started in Ukraine. If I told that story and there weren’t cameras rolling, no one would believe it. No one would believe what happened to us and what we did.”

https://twitter.com/TheChiefNerd/status/1671364680038662144

https://rumble.com/v2vj582-no-one-would-believe-it-tim-ballard-says-about-a-recent-child-trafficking-c.html

@ChiefNerd"
1634,llm_1635,"['government funding', 'Labeling the CBC as 69% Government-Funded Media', 'Labeling the CBC as 69% Government-Funded Media', 'government funding']","['government funding', 'Government-Funded', 'government influence', 'government funding']",0.7375,1,1,103,"Steven Crowder & Jim Breuer React to Elon Musk Labeling the CBC as 69% Government-Funded Media 🤣

https://twitter.com/TheChiefNerd/status/1648448556175618051

@ChiefNerd"
887,llm_888,"['takes another big hit', 'takes another big hit', 'takes another big hit', 'takes another big hit']","[nan, 'right in the jobs', nan, nan]",0.7324999999999999,1,0,104,"https://redstate.com/nick-arama/2023/07/27/bud-light-takes-another-big-hit-right-in-the-jobs-of-the-corporate-execs-n782837

@TikTokNews45"
626,llm_627,"['A LOT going on with the 12/08 date', 'Adam Schiff resigns from Congress effective 12/08/24', 'Adam Schiff resigns from Congress effective 12/08/24', 'A LOT going on with the 12/08 date']","['There seems to be', 'A LOT going on with the 12/08 date', 'A LOT going on with the 12/08 date', nan]",0.615,1,0,105,"Another DECEMBER 8th comm!! 

Adam Schiff resigns from Congress effective 12/08/24 

The US Debt Clock had that same date on their website last night! 👀🔥

There seems to be A LOT going on with the 12/08 date. 

I’m going to keep track of everything and give and update Sunday night! 

https://x.com/maerox/status/1865111787571651010?s=46&t=KbeHKcWo9iYbqqIySY5EJA"
1241,llm_1242,"['Pfizer unblinded their COVID-19 vaccine control group', 'gave them shots', 'Pfizer unblinded their COVID-19 vaccine control group', 'Pfizer unblinded their COVID-19 vaccine control group']","['unblinded', 'unblinded their COVID-19 vaccine control group', 'gave them shots', 'unblinded']",0.8,1,1,106,"It’s concerning most people don’t know Pfizer unblinded their COVID-19 vaccine control group 2.5 months into the trial and gave them shots.

We will never truly know the long-term safety effects of COVID-19 vaccines.

Join @DrDavidMartin"
2138,llm_2139,"['shut down your bank account for whatever you say online', 'shut down your bank account', 'shut down your bank account', 'shut down your bank account for whatever you say online']","[nan, 'whatever you say online, that it deems bad', 'whatever you say online, that it deems bad', 'that it deems bad']",0.7825,1,0,107,"🇦🇺 National Australia Bank (NAB) can now shut down your bank account for whatever you say online, that it deems bad.

Great if you don't engage online anyways - but if you do, this looks like an excellent way to shut you up."
296,llm_297,"[""manipulating viruses || Google's censorship of the Project Veritas report"", 'manipulating viruses', 'manipulating viruses', ""manipulating viruses || Google's censorship of the Project Veritas report""]","[nan, 'censorship', 'censorship', nan]",0.8,1,0,108,"Tucker Carlson reports Pfizer’s admission to manipulating viruses and Google’s censorship of the the Project Veritas report.

Channel: @JFK_TV"
138,llm_139,"['caught a really big fish', 'caught a really big fish', 'caught a really big fish', 'caught a really big fish']","['Plandemic Secrets', 'Plandemic Secrets', 'white hats', nan]",0.615,1,0,109,"Donald Trump Junior comm that the white hats just caught a really big fish. 🤷‍♂️

Please Share The World!
🌍🇺🇸🌍🇺🇸🌍🇺🇸🌍🇺🇸🌍
💥JOIN US FOR AWAKENING NEWS: 
👉 https://t.me/greatawakeningworld
🔗Globalists & Plandemic Secrets Here: https://greatawakening.world"
355,llm_356,"['The West is doing it wrong', 'The West is doing it wrong', 'The West is doing it wrong', 'The West is doing it wrong']","[nan, 'strong sense of family and community', 'strong sense of family and community', nan]",0.6375,1,0,110,"I have been in Hong Kong for a few days and have seen absolutely no LGBTQ stuff, no gay pride anything, almost no fat people and there is a strong sense of family and community.

The West is doing it wrong."
282,llm_283,"['All tunnels under Disney World have been destroyed', 'All tunnels under Disney World have been destroyed', 'All tunnels under Disney World have been destroyed', 'All tunnels under Disney World have been destroyed']","[nan, 'without providing context or explanation', nan, nan]",0.75,1,0,111,"All tunnels under Disney World have been destroyed.

Join Ezra A. Cohen"
408,llm_409,"['will be the master of the world', 'masters those technologies will be the master of the world', 'masters those technologies will be the master of the world', 'will be the master of the world']","['who masters those technologies', 'masters those technologies', 'who masters those technologies', 'who masters those technologies']",0.7,1,1,112,"NEW — Klaus Schwab Addresses the 2023 World Government Summit in Dubai

""Our life in ten years from now will be completely different...and who masters those technologies will be the master of the world""

Channel: @JFK_TV"
2504,llm_2505,"['uncovered an elaborate underground tunnel', 'uncovered an elaborate underground tunnel', 'uncovered an elaborate underground tunnel', 'uncovered an elaborate underground tunnel']","['concealed within a residence', 'no exit on the U.S. side of the border', 'no exit on the U.S. side', 'concealed within a residence']",0.715,1,1,113,"Near the U.S.-Mexico border, special agents from ICE’s Homeland Security Investigations (HSI), working alongside Mexican authorities, uncovered an elaborate underground tunnel concealed within a residence in California.

The tunnel has no exit on the U.S. side of the border.

It doesn’t take a rocket scientist to figure out what’s being smuggled here.

Join: GhostEzra"
1120,llm_1121,"['collected data on every person who liked/retweeted @realDonaldTrump', 'The War On Terror', 'The War On Terror', 'collected data on every person who liked/retweeted @realDonaldTrump']","['collected data', 'now means YOU', 'now means YOU', 'collected data']",0.8,1,1,114,"The DOJ collected data on every person who liked/retweeted @realDonaldTrump.

The War On Terror now means YOU.

https://x.com/endwokeness/status/1729843193024233664?s=46

@QtimeNetwork"
1531,llm_1532,"['banning TikTok', 'banning TikTok', 'banning TikTok', 'banning TikTok']","['So what’s really going on', nan, ""what's really going on"", nan]",0.7150000000000001,1,0,115,"Tucker Carlson - The people who’ve handed our country to China are banning TikTok to protect you from China? Probably not. So what’s really going on? Rand Paul joins us to explain.

Channel: @JFK_TV"
510,llm_511,"['defeat a respiratory virus by asking you to stand with your back to others in elevators', 'defeat a respiratory virus', 'defeat a respiratory virus', 'defeat a respiratory virus by asking you to stand with your back to others in elevators']","['tried to defeat a respiratory virus', 'stand with your back to others in elevators', 'stand with your back to others in elevators', 'asking you to stand with your back to others in elevators']",0.7650000000000001,1,1,116,"Remember when they tried to defeat a respiratory virus by asking you to stand with your back to others in elevators?

Join @DrDavidMartin"
2468,llm_2469,"['what they did in the name of science', 'what they did in the name of science', 'what they did in the name of science', 'what they did in the name of science']","[nan, 'in the name of science', 'in the name of science', nan]",0.6375000000000001,1,0,117,"Never forget what they did in the name of science
(Photo from Covid lockdown in Israel)

Join @DrDavidMartin"
2105,llm_2106,"['lasers on his satellites', 'Why did Elon have lasers on his satellites', 'lasers on his satellites', 'lasers on his satellites']","['Why did Elon have lasers on his satellites you think', 'lasers', 'Why did Elon have lasers on his satellites', 'Secrets to Escape the Matrix']",0.6875,1,1,118,"Drones Wars. Why did Elon have lasers on his satellites you think. 😜

Please Share The World!
🌍🇺🇸🌍🇺🇸🌍🇺🇸🌍🇺🇸🌍
💥FOLLOW AWAKENING NEWS: 
👉 https://t.me/greatawakeningworld
🔗 Secrets to Escape the Matrix: https://greatawakening.io"
824,llm_825,"['jump over the border wall into the United States', 'jump over the border wall', 'jump over the border wall', 'jump over the border wall into the United States']","[nan, nan, nan, nan]",0.8,1,0,119,"⚠️❗THEY 👹 COMING ❌ – Illegal Chinese immigrants jump over the border wall into the United States as Border Patrol agents look on. 

Subscribe to @Intleksy"
405,llm_406,"['destroy our country or harm our children', 'destroy our country or harm our children', 'destroy our country or harm our children', 'destroy our country or harm our children']","[nan, 'snag you or gaslight the community', 'snag you or gaslight the community', nan]",0.79,1,0,120,Peacefully Protest at Home.  I am not going anywhere where they can snag you or gaslight the community into thinking that we are violent people.  I personally have protested by not doing business with companies who want to destroy our country or harm our children.  These evil pukes will do everything in their power to trip us up.  We are smarter than this.
1419,llm_1420,"['laboratory-related accident || accidental release of a virus used in a US flu vaccine', 'laboratory-related accident', 'laboratory-related accident', 'laboratory-related accident || accidental release of a virus']","['declassify', 'accidental release of a virus', 'declassify', 'declassify']",0.8,1,1,121,"“It’s showtime…No later than Sunday, and perhaps sooner, America’s director of National Intelligence must, by law, ‘declassify’ and make public all ‘information relating to the origins of Covid-19’.

It would not be the first time a pandemic had been caused by a laboratory-related accident: the 1977-1979 Russian Flu pandemic is widely thought to have been sparked by the accidental release of a virus used in a US flu vaccine that had not been fully deactivated.”

https://www.telegraph.co.uk/global-health/science-and-disease/us-intelligence-prepares-for-big-lab-leak-reveal/

Please Share The World!
🌍🇺🇸🌍🇺🇸🌍🇺🇸🌍🇺🇸🌍
💥JOIN US FOR AWAKENING NEWS: 
👉 https://t.me/greatawakeningworld
🔗Globalists & Plandemic Secrets Here: https://greatawakening.world"
839,llm_840,"['false flag', 'false flag week', 'false flag week', 'false flag']","[nan, 'false flag', 'false flag', nan]",0.7324999999999999,1,0,122,"Solar Eclipse less than 7 days...false flag week.

Join: GhostEzra"
1384,llm_1385,"['NAZIS = ZIONISTS = KHAZARIAN SATANISTS', 'returns French-run uranium mine to public domain', 'returns French-run uranium mine to public domain', 'returns French-run uranium mine to public domain']","[nan, 'implies a secret plan', 'implies a secret plan', nan]",0.7825000000000001,1,0,123,"AFRICA IS DENAZIFIED 
NAZIS = ZIONISTS = KHAZARIAN SATANISTS..

Nigerien government returns French-run uranium mine to public domain

@GESARAandNESARA

https://rumble.com/v559cbt-nigerien-government-returns-french-run-uranium-mine-to-public-domain.html"
262,llm_263,"['the shots just kill you and the masks just suffocate you', 'shots just kill you and the masks just suffocate you', 'the shots just kill you and the masks just suffocate you', 'the shots just kill you and the masks just suffocate you']","[nan, 'the shots just kill you and the masks just suffocate you', 'the shots just kill you and the masks just suffocate you', nan]",0.7650000000000001,1,0,124,Bloomberg explains that people in China don’t trust the government. Big surprise. And since the shots aren’t working and the masks aren’t working they are turning to public figures online to tell them how to get better because the shots just kill you and the masks just suffocate you. They don’t stop transmission.
1495,llm_1496,"['Not one word from Ron DeSantis about Sound of Freedom', 'Pedophile', 'Pedophile', 'Not one word from Ron DeSantis about Sound of Freedom']","[nan, 'one word', 'Not one word from Ron DeSantis', nan]",0.7825,1,0,125,"Not one word from Ron DeSantis about Sound of Freedom.

Pedophile.

Join: GhostEzra"
1255,llm_1256,"['investigate Joe Biden || end Special Counsel investigation into anything related to me', 'end Special Counsel investigation into anything related to me || appoint a Special Counsel to investigate Joe Biden', 'end Special Counsel investigation into anything related to me || appoint a Special Counsel to investigate Joe Biden', 'end Special Counsel investigation into anything related to me || appoint a Special Counsel to investigate Joe Biden']","[nan, 'hates me', 'hates me', nan]",0.8,1,0,126,"President Trump: Merrick Garland has to immediately end Special Counsel investigation into anything related to me because I did everything right, and appoint a Special Counsel to investigate Joe Biden who hates Biden as much as Jack Smith hates me.

Channel: @JFK_TV"
1341,llm_1342,"['migrants wreaking havoc', 'wreaking havoc', 'wreaking havoc at the Southern Border', 'migrants wreaking havoc']","[nan, nan, nan, nan]",0.7150000000000001,1,0,127,"Footage of migrants wreaking havoc at the Southern Border last night near El Paso, Texas.

Please Share The World!
🌍🇺🇸🌍🇺🇸🌍🇺🇸🌍🇺🇸🌍
💥JOIN US FOR AWAKENING NEWS: 
👉 https://t.me/greatawakeningworld
🔗Globalists & Plandemic Secrets Here: https://greatawakening.world"
18,llm_19,"['prepairing for war', 'preparing for war', 'preparing for war', 'prepairing for war']","[nan, nan, 'preparing', nan]",0.8,1,0,128,"China's Military Mobilizing.

China is prepairing for war!

Join: GhostEzra"
825,llm_826,"['censored by TED || taken out of circulation by TED', 'censored the talk', 'taken out of circulation', 'censored by TED || taken out of circulation by TED']","['censored', 'never showed up', 'never showed up', 'protests from two hardcore materialists in the US']",0.74,1,1,129,"The Science Delusion | Rupert Sheldrake Banned TEDx Talk

TED ‘Bans' The Science Delusion.

Rupert Sheldrake gave a talk entitled ‘The Science Delusion' at TEDx Whitechapel, on 12 Jan 2013. The talk was censored by TED and, relegated to a corner of their website and stamped with a warning.
The theme for the night was Visions for Transition: Challenging existing paradigms and redefining values (for a more beautiful world). In response to protests from two hardcore materialists in the US, the talk was taken out of circulation by TED, relegated to a corner of their website, and stamped with a warning label.

Room for discussion was made, but those who condemned the talk never showed up. The vast majority of those who spoke out were outraged, including those who'd never heard of morphic resonance. Ironically, before the banning the video had a modest 35,000 views; since then its clones have been watched over 5 million times. 

✳️ Video On Rumble ► HERE:
https://rumble.com/v3dymyu-the-science-delusion-rupert-sheldrake-banned-tedx-talk.html

Follow @JustDudeChannel 😎
Rumble | Gab | Minds | Telegram |"
451,llm_452,"['modRNA injections || Accelerated Aging', 'the next adverse event on the list', 'modRNA injections || Accelerated Aging', 'modRNA injections || Accelerated Aging']","[nan, 'gift to Big Pharma', 'the next adverse event on the list', nan]",0.8,1,0,130,"Are modRNA injections the gift to Big Pharma that keeps on giving? Is the next adverse event on the list after myocarditis & turbocancer Accelerated Aging?

https://www.foxnews.com/health/cancer-rates-rising-people-accelerated-aging-study-finds-highly-troubling

ROBINMG 🚀"
2093,llm_2094,"['are responsible for all the wars in the world', 'children thought to be vulnerable to child traffickers', 'children thought to be vulnerable to child traffickers', 'provided valuable intelligence regarding children thought to be vulnerable to child traffickers in Ukraine || Rothschild']","[nan, 'valuable intelligence', 'valuable intelligence', nan]",0.6875,1,0,131,"Mel Gibson has been spotted wearing a medical boot while out for dinner with his daughter.

Prior to this he was also seen using a walking stick.

One month before that he was seen with his arm in a sling.

Mel Gibson provided ""valuable intelligence"" regarding children thought to be vulnerable to child traffickers in Ukraine.

In 2006 Mel Gibson made headlines when he said to a police officer, ""Jews are responsible for all the wars in the world.""

Mel Gibson will also star in the upcoming film “Rothschild,” a dark comedy about New York’s super rich.

Join: GhostEzra"
1264,llm_1265,"['hospitals to disclose the rates they privately negotiated with insurers', 'required hospitals to disclose the rates they privately negotiated with insurers', 'privately negotiated with insurers', 'required hospitals to disclose the rates they privately negotiated with insurers']","[""didn't enforce it"", ""didn't enforce it"", 'rip off patients', ""didn't enforce it""]",0.7650000000000001,1,1,132,"I’m sure most people don’t even realize that Trump signed an Executive Order which required hospitals to disclose the rates they privately negotiated with insurers.

Big Pharma hated it because they couldn’t rip off patients, but then Biden took office and didn’t enforce it (shocker).

President Trump says when he’s back, he’s going to press the issue once again.

Channel: @JFK_TV"
965,llm_966,"['got these injections || high miscarriage rate', ""had many babies with us with no problem, got these injections, and now they've had losses"", 'got these injections', 'got these injections || subsequent referrals to infertility physicians and had to get In Vitro Fertilization']","[nan, 'these injections', ""now they've had losses"", nan]",0.775,1,0,133,"OB/GYN Dr. Kim Biss Shares the 'Awful' Miscarriage Rate She is Seeing in Her Practice Since 2021

""I've had patients where they had many babies with us with no problem, got these injections, and now they've had losses and subsequent referrals to infertility physicians and had to get In Vitro Fertilization""

https://rumble.com/v2f0jzy-obgyn-dr.-kim-biss-shares-the-awful-miscarriage-rate-she-is-seeing-in-her-p.html

https://twitter.com/TheChiefNerd/status/1640344086027685890

@ChiefNerd"
908,llm_909,"['counterterrorism operation Iron Swords', 'start of the “counterterrorism” operation “Iron Swords”', 'start of the “counterterrorism” operation “Iron Swords”', 'counterterrorism operation Iron Swords']","[nan, 'counterterrorism', 'counterterrorism', nan]",0.79,1,0,134,❗️ The Israeli Army announced the start of the “counterterrorism” operation “Iron Swords” in the Gaza Strip.
1498,llm_1499,"['a disease even deadlier than Covid', 'Prepare for a disease even deadlier than Covid', 'Prepare for a disease even deadlier than Covid', 'disease even deadlier than Covid']","['Plandemic Secrets', 'Plandemic Secrets', 'Globalists & Plandemic Secrets', 'Plandemic Secrets']",0.775,1,1,135,"🛑 EMERGENCY PLANDEMIC 2

Prepare for a disease even deadlier than Covid, WHO chief warns.

https://www.dailymail.co.uk/health/article-12114155/Prepare-disease-deadlier-Covid-chief-warns.html

Please Share The World!
🌍🇺🇸🌍🇺🇸🌍🇺🇸🌍🇺🇸🌍
💥JOIN US FOR AWAKENING NEWS: 
👉 https://t.me/greatawakeningworld
🔗Globalists & Plandemic Secrets Here: https://greatawakening.world"
369,llm_370,"['pre-purchased these mismatched Kraken-strain boosters || have to find ways to market them', 'find ways to market them', ""pre-purchased these mismatched Kraken-strain 'boosters'"", 'pre-purchased these mismatched Kraken-strain boosters']","['pre-purchased', 'no emergency exists', 'find ways to market them', 'have to find ways to market them']",0.8,1,1,136,"Pharmacies Are Turning into Vaccination Clinics... 
And we thought this was over and done.  
https://rwmalonemd.substack.com/p/pharmacies-are-turning-into-vaccination
---
Please do keep in mind that the USG pre-purchased these mismatched Kraken-strain ""boosters"" earlier this year, and now have to find ways to market them or they will confront a rather public embarrassment of large amounts of unused pre-purchased product - with congress questions.

---
Furthermore, data will come out concerning the effectiveness, safety (or lack), and potential negative effectiveness of these ""booster"" emergency use authorized (when no emergency exists) products.  Just in time for elections....  Wait for it.  Tincture of time.

📌Follow and Share👇🏻
🔬🧬 @RWMaloneMD"
1303,llm_1304,"['wants to beat up or kill people on the opposite side of the aisle', 'beat up or kill people', 'beat up or kill people', 'wants to beat up or kill people on the opposite side of the aisle']","[nan, nan, 'all hell would break out', nan]",0.79,1,0,137,"President Trump: Maxine Waters, very nice woman, even though she’s constantly saying she wants to beat up or kill people on the opposite side of the aisle. lf I ever said that, they would call me an Insurrectionist, and all hell would break out!"
584,llm_585,"['named Easter Sunday the transgender day of visibility', 'another four years of Biden', 'another four years of Biden', 'named Easter Sunday the transgender day of visibility || convince so many Biden voting Democrat relatives with TDS, to vote for RFK']","[nan, 'convince so many Biden voting Democrat relatives', 'convince so many Biden voting Democrat relatives', nan]",0.79,1,0,138,"What do you think about headline news that Joe Biden has named Easter Sunday the transgender day of visibility. Let me know your thoughts below. Do you agree? Yes or no. I want everyone to see this. This is another reason that I convince so many Biden voting Democrat relatives with TDS, to vote for RFK.  Trump announced that he loves Bobby Kennedy is running because it helps his election. If you don’t encourage Biden voters to vote for Bobby then you can count on another four years of Biden and I don’t think that we will survive that.  https://www.newsweek.com/joe-biden-sparks-fury-proclaiming-easter-transgender-visibility-day-1885302"
